#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
(-12.9082804, 30.6974260, -7.4091282, 0.7808595, 0.1454864, 0.3281199, 0.5113017)    0    0   17.89458112  6 4.440 25.44904723
(-2.3314959, 31.8733361, -1.8277129, 0.7403789, 0.1075338, 0.2761269, 0.6033486)    0    0   154.50421645  5 0.400 194.99893916
(-12.9000639, 30.8719496, -7.0627755, 0.7808441, 0.1454842, 0.3281220, 0.5113246)    0    0   18.04268894  5 0.920 25.05423098
(-2.7551945, 31.8460758, -1.3359237, 0.7403712, 0.1074930, 0.2760675, 0.6033925)    0    0   134.15060901  2 0.320 139.96977985
(-2.1436243, 31.5755398, -2.3378754, 0.7403879, 0.1075580, 0.2761613, 0.6033175)    0    0   131.23928934  0 0.400 141.37725993
(-2.5564277, 31.8332780, -1.8131817, 0.7404087, 0.1076246, 0.2762570, 0.6032363)    0    0   158.88148583  1 0.400 198.22538255
(-8.7890067, 35.2983247, 0.0776942, 0.6014919, 0.1186758, 0.3351043, 0.7154220)    0    0   66.94667925  13 0.000 78.85754142
(-2.6961503, 32.1711908, -1.7054048, 0.7403646, 0.1075034, 0.2760859, 0.6033903)    0    0   151.23309940  12 0.000 202.23202066
(-2.0716973, 31.6544459, -2.0780366, 0.7403712, 0.1074827, 0.2760523, 0.6034013)    0    0   141.97798704  7 0.240 185.89005147
(-8.3311273, 34.8462081, -0.0776994, 0.6014926, 0.1186761, 0.3351046, 0.7154212)    0    0   93.45371551  11 0.160 119.90288164
(-2.4253391, 32.3233006, -1.6471333, 0.7403919, 0.1075678, 0.2761752, 0.6033045)    0    0   149.62833649  9 0.080 193.07005830
(-1.7312019, 31.9603100, -1.8780711, 0.7403716, 0.1074910, 0.2760621, 0.6033948)    0    0   155.74475015  2 0.640 194.35806859
(-3.1488443, 32.0922931, -1.5400367, 0.7403820, 0.1075426, 0.2761400, 0.6033372)    0    0   147.98534202  12 0.000 190.37479941
(-9.4787697, 31.8809708, 4.3008951, 0.7882787, 0.0187343, -0.0180132, 0.6147693)    0    0   69.21505211  7 0.840 86.25094198
(-2.3895021, 31.7749676, -1.7112931, 0.7404007, 0.1076004, 0.2762224, 0.6032663)    0    0   135.30866863  2 0.480 138.88426267
(-2.4033279, 31.4998220, -2.0372218, 0.7403946, 0.1075399, 0.2761274, 0.6033280)    0    0   141.30850859  0 0.400 188.08568948
(-3.0413911, 31.9266705, -1.8921678, 0.7403918, 0.1075502, 0.2761458, 0.6033211)    0    0   119.55773304  31 0.000 139.56592335
(-8.4993761, 35.1917260, -0.0182961, 0.6014941, 0.1186768, 0.3351054, 0.7154195)    0    0   92.54178113  5 0.600 117.40614974
(-2.5391824, 32.3399537, -1.3211540, 0.7404026, 0.1076029, 0.2762256, 0.6032620)    0    0   154.50617114  11 0.080 196.18902439
(-12.8378960, 30.9322150, -7.4403752, 0.7808486, 0.1454849, 0.3281214, 0.5113178)    0    0   17.24965932  8 0.520 24.31832390
(-2.5604460, 31.8866320, -1.7467676, 0.7403940, 0.1075784, 0.2761903, 0.6032930)    0    0   151.63586329  0 0.400 199.91679214
(-9.1805128, 31.9886228, 4.5544243, 0.7883079, 0.0187085, -0.0181024, 0.6147300)    0    0   71.97226973  3 3.320 93.63628367
(-2.7971426, 32.1376421, -1.8093604, 0.7403709, 0.1074808, 0.2760483, 0.6034038)    0    0   113.08743550  0 0.400 139.18952213
(-2.6893012, 32.1184749, -1.5732189, 0.7404150, 0.1076442, 0.2762851, 0.6032122)    0    0   161.36298030  1 3.360 202.19441526
(-8.7958433, 35.1700017, -0.0033512, 0.6015021, 0.1186805, 0.3351096, 0.7154101)    0    0   86.77665186  12 0.000 115.07289465
(-2.4770521, 31.9137666, -1.3857322, 0.7403853, 0.1075468, 0.2761456, 0.6033298)    0    0   139.10459661  0 0.400 195.34301486
(-7.2097616, 32.3931591, -8.6366778, 0.6917176, 0.1636469, 0.3892050, 0.5858890)    0    0   79.10345641  0 0.520 118.10835272
(-3.0587976, 32.0904837, -1.3646305, 0.7403775, 0.1075351, 0.2761298, 0.6033487)    0    0   135.48507089  0 0.400 190.67027429
(-8.0340284, 34.6297655, 0.0788494, 0.6014916, 0.1186756, 0.3351041, 0.7154224)    0    0   109.77457948  5 0.480 156.72755235
(-8.6541049, 35.2771492, -0.2613420, 0.6015032, 0.1186810, 0.3351102, 0.7154089)    0    0   88.44183762  8 0.280 114.11923396
(-2.4280436, 32.2821002, -1.6517161, 0.7403861, 0.1075607, 0.2761663, 0.6033169)    0    0   149.81317664  13 0.000 198.48338495
(-3.0472299, 31.9109826, -2.0377789, 0.7404041, 0.1076109, 0.2762373, 0.6032534)    0    0   144.86858245  0 0.400 180.54363325
(-7.2343353, 32.2878769, -8.6334726, 0.6917176, 0.1636469, 0.3892050, 0.5858890)    0    0   66.32938610  12 0.000 64.49760104
(-1.9969242, 32.0558170, -1.3498867, 0.7403600, 0.1074386, 0.2759880, 0.6034522)    0    0   142.55081409  0 0.480 193.42071308
(-2.2864048, 31.8013326, -1.8315540, 0.7403715, 0.1075141, 0.2760992, 0.6033739)    0    0   142.20769831  13 0.000 187.56625299
(-12.9425195, 30.8672574, -6.9589385, 0.7808357, 0.1454831, 0.3281231, 0.5113370)    0    0   17.70764929  4 0.840 23.88382797
(-8.3193329, 34.8029097, -0.0331247, 0.6014922, 0.1186759, 0.3351044, 0.7154217)    0    0   94.91271665  13 0.240 122.81762071
(-1.8572074, 31.4763876, -1.7803938, 0.7403744, 0.1075226, 0.2761118, 0.6033630)    0    0   146.61102548  15 0.000 196.08555921
(-7.1727251, 32.1920481, -8.2473256, 0.6917176, 0.1636469, 0.3892050, 0.5858890)    0    0   92.42626887  6 0.360 118.40283796
(-2.4903174, 32.1790252, -1.7352176, 0.7403980, 0.1075817, 0.2761935, 0.6032861)    0    0   145.03516374  13 0.000 191.51232635
(-8.6236126, 34.9969510, -0.5573935, 0.6014936, 0.1186765, 0.3351052, 0.7154200)    0    0   89.09931540  0 0.440 120.88882925
(-2.0596388, 31.8013038, -1.7360243, 0.7403950, 0.1075817, 0.2761954, 0.6032890)    0    0   157.46444170  4 0.560 200.06145779
(-2.0060463, 32.0862812, -1.4439195, 0.7403845, 0.1075301, 0.2761173, 0.6033468)    0    0   117.29893403  21 0.000 145.39519735
(-2.8981011, 31.9591591, -1.5426794, 0.7403923, 0.1075808, 0.2761956, 0.6032923)    0    0   134.18730164  0 0.400 189.64815217
