,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,10.775469541549683,6.486179828643799,4.768456816673279,9.082786440849304,9.350199103355408,3.294764459133148,3.52332204580307,9.32743489742279,6.596419811248779,6.76780641078949,12.081414461135864,11.27761721611023,8.624884486198425,10.731014013290405,6.343593001365662
1,10.67874550819397,7.58736252784729,8.559185862541199,11.158608198165894,11.677509546279907,8.73695433139801,11.213873624801636,11.160204410552979,9.635730981826782,7.1948570013046265,7.709780931472778,11.664068698883057,11.257357597351074,7.615814208984375,13.070815801620483
2,10.530037879943848,8.174704909324646,10.727509260177612,11.886986494064331,10.023120641708374,8.247565627098083,11.26091480255127,9.59494411945343,11.16668701171875,10.902047157287598,8.346155881881714,6.716882586479187,10.187644958496094,10.235323905944824,12.893208265304565
3,11.922883987426758,11.327375173568726,10.095438957214355,10.956791639328003,11.217098236083984,3.7959513068199158,13.041123151779175,11.119357347488403,7.176768183708191,10.676909685134888,6.662160158157349,10.688453912734985,8.031631112098694,9.51051950454712,6.493516564369202
4,11.51596188545227,11.627821922302246,11.352269649505615,11.208699941635132,10.13126015663147,10.682727098464966,10.603522062301636,10.16452670097351,10.65905213356018,11.827812194824219,9.309542775154114,10.56668758392334,12.450315952301025,10.749205350875854,8.484362363815308
5,9.920892119407654,7.8218817710876465,10.944641828536987,7.106644511222839,10.767683982849121,6.0167396068573,8.61196517944336,9.709510207176208,8.652398586273193,4.212042987346649,8.469950556755066,6.002589464187622,7.605993151664734,9.199161529541016,10.158679485321045
6,8.44853162765503,7.997996807098389,11.008458137512207,11.01970911026001,7.964061498641968,10.827182531356812,11.631290912628174,11.941169500350952,11.99963092803955,10.938800573348999,9.981904029846191,10.186859369277954,9.90975558757782,10.833120346069336,8.685516119003296
7,9.720292091369629,9.443688988685608,11.0121750831604,10.80896258354187,11.52316689491272,10.85181474685669,10.86902141571045,10.058654546737671,9.535590410232544,8.783876895904541,8.860252499580383,11.222206354141235,11.191985607147217,11.138607263565063,9.769779443740845
8,10.862436294555664,10.830607414245605,11.219265460968018,12.15714693069458,11.153508424758911,6.337223649024963,11.483471393585205,9.878339767456055,7.8714412450790405,10.680967569351196,10.660371780395508,11.2901771068573,7.490869164466858,8.527865409851074,11.731187105178833
9,10.9996497631073,10.887198448181152,11.146949529647827,8.077645301818848,11.298291683197021,2.6945385336875916,8.161055445671082,11.433954238891602,10.918406248092651,11.253136396408081,8.272450566291809,4.87868070602417,8.449819087982178,11.093616485595703,11.160500049591064
