,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,9.356493949890137,10.21565318107605,7.160755395889282,8.440191745758057,8.670291304588318,9.217215180397034,9.447388648986816,9.066360592842102,9.083631038665771,9.220852851867676,12.759171724319458,9.454075694084167,10.185853242874146,8.98075520992279,12.043917179107666
1,8.857786655426025,5.904702544212341,9.233782291412354,8.377436995506287,8.743019104003906,6.875804662704468,8.597919940948486,9.458443522453308,11.384106874465942,9.206798672676086,9.843180775642395,9.571990966796875,11.022928953170776,8.93781065940857,8.50238025188446
2,8.85288119316101,10.16286015510559,7.179919481277466,9.407684206962585,9.001479148864746,10.430740118026733,8.717612028121948,9.053937792778015,10.52467942237854,6.5200722217559814,10.965873003005981,8.4577876329422,10.144063234329224,7.638564705848694,8.528133034706116
3,5.673354864120483,9.463106989860535,9.319558143615723,8.393071293830872,8.900495767593384,9.712508916854858,8.580079674720764,9.122458100318909,9.065027832984924,9.295403361320496,12.520307302474976,9.565112590789795,10.90330719947815,9.772725105285645,10.912500619888306
4,9.470310807228088,5.910593867301941,9.198354482650757,9.147213101387024,8.788688778877258,9.453741908073425,8.766033053398132,8.991012573242188,11.095939874649048,9.220026731491089,12.214816808700562,5.72107195854187,10.951114892959595,8.983895182609558,8.572677373886108
5,7.273030877113342,9.46184515953064,9.242703914642334,10.693851709365845,8.63068401813507,10.630978345870972,8.786766529083252,9.108209013938904,10.488262176513672,8.382968306541443,12.247670888900757,9.487106204032898,10.121022462844849,9.758724570274353,10.613220930099487
6,8.867918252944946,9.507768154144287,9.56399142742157,9.401599168777466,8.673487305641174,9.184074997901917,9.539763331413269,9.074451327323914,10.457382202148438,9.296844005584717,12.520194053649902,8.461562991142273,11.045407056808472,9.581539630889893,10.656623840332031
7,7.27575957775116,10.211071968078613,9.302794337272644,8.380298614501953,8.661739230155945,9.261888265609741,7.094285488128662,9.747382998466492,11.352016925811768,9.297434091567993,12.25355863571167,9.528965950012207,10.902020931243896,9.776206612586975,8.514423370361328
8,5.677083730697632,9.592146277427673,9.238948225975037,9.389304518699646,8.751076459884644,9.77806806564331,8.636946678161621,8.999910354614258,10.07121205329895,8.249371647834778,12.540379762649536,8.552196621894836,10.19197940826416,7.629669904708862,9.636521935462952
9,8.871387839317322,5.910897254943848,9.53023910522461,8.348057270050049,8.733120560646057,9.430928826332092,7.716633677482605,9.023522138595581,10.531926155090332,9.396755695343018,9.817456007003784,9.483145475387573,10.95813274383545,8.920557498931885,10.601745843887329
10,8.896050453186035,9.66240644454956,9.31872546672821,8.415069580078125,8.663201928138733,9.761220812797546,9.368992447853088,9.176244735717773,10.564050674438477,8.315814137458801,12.248990535736084,9.489694833755493,10.186597108840942,9.599829316139221,10.86898922920227
11,8.832275867462158,9.611184000968933,9.326061010360718,8.333625793457031,8.658947944641113,9.751176238059998,8.690102696418762,8.970063924789429,11.100221872329712,9.285670518875122,10.973585844039917,9.458022713661194,11.085913181304932,8.895586729049683,9.586786031723022
12,8.832368850708008,9.561392664909363,9.392591714859009,8.410714268684387,8.85606586933136,9.451061487197876,9.260646104812622,8.99336040019989,9.074943661689758,9.282946586608887,12.058162689208984,9.470274448394775,10.87456226348877,7.62800931930542,10.904428958892822
