,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,29.802992343902588,27.55866765975952,12.616939544677734,25.610570907592773,17.138572931289673,17.257195711135864,11.62795901298523,10.557836294174194,12.50208854675293,27.35179901123047,13.379509449005127,12.5162672996521,31.203505992889404,16.198534965515137,11.999901533126831,10.21547794342041,20.61784029006958,20.26470184326172,19.8536479473114,22.121334075927734,14.65640664100647,19.177751541137695,17.347148656845093,11.471198797225952,18.8674259185791,18.77605438232422,17.418408393859863,21.106643676757812,5.802924633026123,25.11749505996704,14.644937515258789,24.70484733581543,20.62464475631714,20.706660747528076,32.116427421569824,24.897480010986328,25.543646812438965,18.393056392669678,17.169190645217896,20.27432918548584,17.855156660079956,22.502992153167725,20.473506450653076,23.085343837738037,22.27792501449585,25.1729416847229,25.674755573272705,16.0703706741333,14.621131420135498,12.948181629180908
1,32.7128791809082,29.955413341522217,5.977689623832703,22.96280860900879,16.07418179512024,17.157223224639893,11.701608896255493,10.534157752990723,11.752285957336426,24.056990146636963,16.817549467086792,13.767634630203247,30.958948135375977,19.909441471099854,11.553680896759033,11.450154781341553,19.62039351463318,17.9382586479187,21.23896598815918,19.767425060272217,19.20039176940918,17.532306909561157,18.2653546333313,11.093770265579224,18.861888647079468,18.732411861419678,17.600443363189697,20.81962823867798,10.095077753067017,27.076380252838135,14.087332487106323,22.78226137161255,20.642108917236328,18.660972118377686,30.089409351348877,26.06795310974121,24.247605800628662,18.380889892578125,17.284560203552246,21.423850059509277,19.80518341064453,22.546193599700928,16.93681836128235,20.17364740371704,22.819645404815674,27.711975574493408,25.841457843780518,13.699371814727783,14.88176703453064,12.303582429885864
2,33.69396209716797,30.01566171646118,6.350001692771912,25.43532133102417,15.193026065826416,16.614984273910522,11.703293323516846,13.062468767166138,14.69670295715332,28.82742404937744,13.893450498580933,12.376819849014282,30.424137115478516,15.400842428207397,9.274362325668335,10.326685905456543,20.62358856201172,16.68827772140503,20.634732246398926,23.30101728439331,15.41509747505188,21.07191801071167,15.747281312942505,12.373363971710205,20.01228094100952,14.981096982955933,13.918814659118652,21.2689471244812,9.336172938346863,27.184481620788574,13.803755044937134,23.141660690307617,19.965338706970215,16.778221130371094,30.01762866973877,26.032769680023193,22.377665042877197,18.000518083572388,19.045298099517822,21.36725664138794,17.7452290058136,22.506132125854492,17.054811716079712,23.846423625946045,24.1428804397583,27.87801504135132,26.860690116882324,13.469464778900146,14.591583013534546,12.918574810028076
3,30.83897113800049,29.839210510253906,11.499098539352417,21.533188819885254,15.954785346984863,15.761610269546509,11.608917713165283,13.634566068649292,9.902827739715576,24.131042957305908,14.63986873626709,13.180314302444458,31.79736614227295,15.453265905380249,9.40567672252655,13.17112684249878,20.104622840881348,19.871991872787476,21.258749961853027,18.133052587509155,17.425827980041504,17.181237936019897,17.969248294830322,12.31526255607605,18.8608181476593,18.667572736740112,17.461708784103394,21.026203632354736,10.07291316986084,25.140812397003174,14.578238725662231,22.990903854370117,19.58865761756897,18.52818012237549,32.118682861328125,26.589715480804443,22.682013511657715,18.464573621749878,18.572903871536255,19.529452323913574,18.897656202316284,22.520740032196045,20.399560928344727,20.952155590057373,22.870066165924072,27.634570598602295,28.494548797607422,13.49810004234314,11.360163688659668,12.223337888717651
4,32.79294490814209,27.496161460876465,10.962823629379272,24.60672616958618,15.907485485076904,16.622700691223145,11.720888614654541,14.597407579421997,11.675465106964111,24.117910861968994,13.685259819030762,13.852193355560303,31.71441078186035,17.722066640853882,12.002356052398682,12.266148328781128,18.52739930152893,19.259376525878906,20.021142959594727,22.078804969787598,15.391820669174194,22.28489637374878,17.955721616744995,10.14125943183899,19.757325649261475,18.6929190158844,17.461107969284058,21.153407096862793,9.99212920665741,27.035703659057617,16.329320669174194,21.001033782958984,20.640058517456055,19.615468978881836,30.006484985351562,29.589173793792725,21.082301139831543,16.831990480422974,18.43855619430542,23.422868251800537,17.77026653289795,20.973849296569824,17.047382593154907,23.14528226852417,22.326741218566895,30.122387409210205,25.800769329071045,13.612676858901978,14.552743434906006,13.097198009490967
5,31.292762756347656,29.998750686645508,8.394638299942017,24.57303524017334,19.004353284835815,17.13044285774231,12.59522795677185,15.817655324935913,11.223629713058472,26.92469596862793,13.703711032867432,12.915377616882324,31.052000522613525,15.437875986099243,11.968132257461548,11.042546033859253,19.836409091949463,17.536879777908325,21.14213466644287,22.163727283477783,17.86346673965454,21.19302272796631,17.350956201553345,10.153226852416992,19.99721646308899,18.838423490524292,17.82091498374939,22.207224369049072,5.831243395805359,26.922500133514404,17.07205295562744,25.509307384490967,20.64610481262207,18.540043830871582,30.189812183380127,26.643285751342773,20.613343715667725,17.954005002975464,17.895675897598267,20.803711414337158,19.713231325149536,23.351495265960693,20.835812091827393,20.238404273986816,21.155836582183838,24.9397611618042,28.501429557800293,16.9987690448761,13.493564128875732,11.460717916488647
6,31.212637424468994,29.737462997436523,8.400117754936218,27.457149028778076,16.03424072265625,16.60940647125244,11.613738536834717,10.474694967269897,13.276104927062988,24.021449089050293,14.622018337249756,13.724603652954102,31.727354526519775,17.785110473632812,12.054845094680786,8.89061987400055,15.873695611953735,16.724194288253784,19.85823631286621,19.881988763809204,17.51013994216919,19.04348134994507,17.33123779296875,8.678790926933289,19.962360858917236,17.02090620994568,17.530031204223633,20.970687866210938,11.138986349105835,27.361276149749756,16.31048560142517,25.816218852996826,24.120168685913086,18.700473308563232,33.48931074142456,26.073291301727295,20.585224628448486,16.807087659835815,17.560149431228638,22.29304790496826,18.765616416931152,19.985915422439575,17.03573703765869,20.235564708709717,21.027262210845947,27.757258415222168,26.80095672607422,13.385084867477417,11.424182653427124,11.366959810256958
7,29.7617244720459,29.94562864303589,6.3146889209747314,20.376770496368408,18.85672092437744,17.293447256088257,12.01850175857544,14.858236312866211,12.50969648361206,24.81473445892334,14.086306095123291,12.261766195297241,30.820765495300293,19.57658886909485,12.085647583007812,10.214104652404785,15.904247760772705,17.50921368598938,19.968392848968506,22.042207717895508,14.625433683395386,17.53931760787964,18.045761585235596,11.468815803527832,18.139262199401855,15.398374795913696,15.521713495254517,21.139914989471436,10.099490880966187,27.536749839782715,12.805250883102417,24.632959365844727,20.60969829559326,18.664896488189697,30.002377033233643,26.021785736083984,21.0809063911438,18.362780809402466,17.886897325515747,22.84531593322754,19.7937273979187,20.763285160064697,20.534260272979736,20.098488330841064,22.523622512817383,25.949959754943848,28.507113456726074,15.9067964553833,11.201002597808838,13.152967691421509
8,33.67623329162598,29.749431610107422,11.540104150772095,25.073721408843994,16.06121063232422,16.611528396606445,12.299460172653198,14.584839344024658,12.505885362625122,25.2602219581604,14.60314393043518,13.255407810211182,33.670198917388916,19.583660364151,12.639013528823853,8.9235121011734,19.615191221237183,17.025097608566284,21.199305057525635,20.09638547897339,18.76731276512146,22.457058429718018,17.05143690109253,12.866350412368774,18.809973001480103,18.003904819488525,13.780288696289062,20.848922729492188,5.82159698009491,25.033605098724365,16.440259218215942,20.970489978790283,24.456892013549805,19.71273422241211,32.27200746536255,27.266592979431152,21.074223518371582,15.347713232040405,16.619994640350342,20.38973569869995,18.097039461135864,21.576154232025146,17.988191843032837,20.852227210998535,22.562010288238525,27.893095016479492,26.859350204467773,16.871979236602783,14.676153659820557,13.14268708229065
9,30.76421022415161,30.01121997833252,6.034444570541382,22.995901107788086,16.03974938392639,16.610862016677856,11.672542095184326,14.588429927825928,10.300217866897583,27.051403522491455,13.922475576400757,12.36297607421875,30.848231315612793,14.705842733383179,12.144972085952759,13.178220987319946,15.8932363986969,19.94372010231018,20.03032922744751,19.825634956359863,14.834580421447754,21.112840175628662,17.078806161880493,12.853846549987793,19.57652449607849,18.093724250793457,17.80917763710022,21.104097366333008,9.154845476150513,25.103321075439453,13.54642391204834,22.87343740463257,18.52705955505371,20.728302001953125,29.945623874664307,29.550423622131348,21.092612743377686,18.404600620269775,17.51456618309021,20.425853729248047,17.957289218902588,21.57963275909424,20.181212425231934,22.37673282623291,22.627995014190674,27.63436794281006,29.69294309616089,16.34175181388855,14.252666234970093,12.3103666305542
10,31.29685878753662,29.169633388519287,8.456616997718811,22.947328090667725,16.002254486083984,16.63750648498535,11.632357835769653,15.777572393417358,12.473206520080566,26.997885704040527,13.842084407806396,12.376424074172974,33.622260093688965,17.92392611503601,11.539124250411987,11.763554811477661,20.138540267944336,17.97896146774292,18.572399616241455,23.395416736602783,14.776899814605713,20.037596225738525,17.01834201812744,11.112257242202759,19.90125060081482,14.938853979110718,17.637605667114258,20.953524112701416,9.736277461051941,24.514260292053223,13.514569997787476,22.952029705047607,24.135632514953613,21.26352071762085,30.123937129974365,26.54564380645752,21.08107089996338,18.396058082580566,17.52179265022278,19.5867657661438,15.425959825515747,22.566373348236084,20.35727024078369,23.19943904876709,20.172009468078613,27.026422023773193,28.495683670043945,17.087208032608032,11.289588212966919,12.33299732208252
11,30.759544372558594,27.439289093017578,9.838129878044128,26.895229816436768,19.040673971176147,16.400197744369507,11.696460247039795,10.535870790481567,9.869127869606018,28.836615085601807,14.202066659927368,13.816245794296265,32.96000957489014,19.609538316726685,9.205670356750488,12.30686902999878,15.7981276512146,20.189106464385986,18.300455808639526,20.00776767730713,17.865877151489258,19.12473440170288,18.044705390930176,11.464587450027466,19.834065437316895,17.037547826766968,17.674118280410767,22.17750072479248,9.681851863861084,27.08096981048584,17.67377257347107,22.80578374862671,17.908565998077393,19.660885334014893,32.55880117416382,26.548378467559814,20.65518617630005,18.0844509601593,18.43181014060974,21.397371292114258,19.69347834587097,21.64759635925293,20.432634353637695,20.31851291656494,19.99795436859131,27.741944789886475,24.541661739349365,16.03455901145935,13.479266166687012,12.9869544506073
12,32.73313283920288,29.175243377685547,8.341991305351257,25.427286624908447,16.011109352111816,16.53411626815796,11.708542108535767,14.547336101531982,11.188178062438965,24.85466241836548,17.12389349937439,15.077874660491943,32.89170742034912,17.563252449035645,9.259288311004639,11.37083649635315,21.131787300109863,17.48192071914673,19.868215322494507,19.819555282592773,17.511903047561646,22.537646293640137,17.150412797927856,12.414511442184448,19.959781169891357,15.05220890045166,13.916170597076416,22.202999591827393,10.084216594696045,25.51302433013916,14.190664291381836,24.722347259521484,21.5765643119812,16.813191175460815,32.22322702407837,25.98029851913452,22.495441436767578,19.584187269210815,17.25426197052002,19.57160234451294,19.78883385658264,21.671650409698486,20.38486957550049,25.401723384857178,18.896639347076416,27.07796335220337,25.308101177215576,15.941157341003418,11.030104160308838,14.006643295288086
13,31.286518573760986,27.374205589294434,8.380420207977295,26.92772388458252,17.21861958503723,16.584510803222656,12.279479503631592,14.357316493988037,12.467025518417358,28.77147674560547,13.865292072296143,12.299680709838867,32.916626930236816,17.914998531341553,12.074782848358154,9.732682704925537,21.149919033050537,18.92659902572632,21.309103965759277,22.176265716552734,18.968790769577026,20.751192569732666,17.030761241912842,10.202964544296265,19.97394323348999,18.825160264968872,13.93983006477356,22.212986946105957,10.024189949035645,27.16951608657837,13.560047149658203,25.6307315826416,21.39021396636963,18.56701135635376,32.28352069854736,25.887956619262695,23.05166482925415,18.138020038604736,17.769771814346313,19.600589275360107,17.906336784362793,21.60050630569458,20.358693599700928,22.985503673553467,20.508036613464355,27.809927463531494,25.670523643493652,13.535394668579102,11.462292671203613,10.977927446365356
14,32.69960403442383,27.512187957763672,5.966140031814575,24.591596126556396,16.74856662750244,16.4486026763916,11.727367639541626,13.646379709243774,11.868536472320557,28.748760223388672,14.638943672180176,13.238190412521362,33.80106210708618,17.775369882583618,11.540588140487671,11.393035650253296,20.120391845703125,17.01146125793457,20.51619291305542,20.03031015396118,17.43834376335144,19.086943864822388,14.889103174209595,10.198673009872437,19.835169315338135,18.042346239089966,17.76747703552246,19.023337364196777,5.803727507591248,27.162964344024658,17.05429434776306,24.887516498565674,21.39068841934204,19.612243175506592,32.54467964172363,27.302579879760742,20.549044609069824,15.419464111328125,18.548879623413086,20.22085189819336,17.99830198287964,20.855014324188232,20.370442867279053,23.419041633605957,20.93317985534668,25.119271278381348,25.85935354232788,18.80939245223999,14.66949462890625,11.618760824203491
15,30.745460987091064,25.68197250366211,9.819779396057129,25.51323890686035,15.95499873161316,17.301876544952393,14.34767484664917,13.690487146377563,12.480496168136597,24.01350498199463,13.326269388198853,13.892654180526733,30.986521244049072,15.552334785461426,12.065602540969849,11.377931833267212,17.568259239196777,16.834213733673096,20.032517910003662,19.760535955429077,17.03323245048523,17.628084421157837,16.961907148361206,12.284870147705078,19.947657585144043,17.975586652755737,15.627211332321167,20.834081172943115,8.184869885444641,25.79803228378296,13.793976306915283,23.050403594970703,18.718594312667847,18.575457334518433,31.175217628479004,26.77009105682373,20.563931465148926,15.32750129699707,17.57810115814209,19.583051204681396,18.077176809310913,21.537740230560303,20.430424213409424,23.014342784881592,22.280161380767822,25.063750743865967,26.76720142364502,15.919396877288818,11.389976739883423,11.658250093460083
