#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
(-12.8071788, 32.6799368, 5.6954869, 0.4767762, -0.8178236, -0.2151617, -0.2399051)    0    0   23.29008499  1 0.800 29.41706794
(-6.8259014, 33.2720983, 11.8910058, 0.6222736, 0.4535027, 0.6353099, 0.0590942)    0    0   9.56531373  16 0.000 11.99830330
(-6.7486135, 33.2784537, 12.1773913, 0.6221422, 0.4535665, 0.6353936, 0.0590884)    0    0   9.93969526  0 5.000 12.42485669
(-12.4479735, 31.0065215, 17.6895729, -0.1438650, -0.9172644, 0.1996375, 0.3131672)    0    0   10.06620705  9 0.080 12.54245447
(-18.2610922, 33.2561519, 14.3055288, 0.4619825, -0.6667784, -0.5847895, -0.0001386)    0    0   24.46319377  10 0.000 30.56354154
(-14.8838720, 30.0036977, 6.6901685, -0.6269802, 0.7560137, 0.1224146, 0.1426665)    0    0   21.10088683  3 0.640 20.20024800
(-18.0096398, 33.5164295, 14.3518727, 0.4619825, -0.6667784, -0.5847895, -0.0001387)    0    0   24.22505052  16 0.000 29.50815497
(-12.8904976, 32.6751504, 5.7143091, 0.4767874, -0.8178221, -0.2151529, -0.2398956)    0    0   21.28700887  5 0.640 28.74986418
(-6.4994138, 33.3321301, 12.4459837, 0.6222657, 0.4535066, 0.6353150, 0.0590937)    0    0   9.76415319  8 0.160 12.29138724
(-12.3878509, 31.0744833, 17.5933012, -0.1438658, -0.9172642, 0.1996378, 0.3131674)    0    0   9.65045024  10 0.240 11.84595916
(-13.0945310, 32.3883549, 5.8660312, 0.4767720, -0.8178248, -0.2151638, -0.2399074)    0    0   20.65081761  14 0.160 23.58126904
(-12.3420989, 31.4289767, 17.3204115, -0.1438659, -0.9172641, 0.1996379, 0.3131674)    0    0   10.22450988  2 3.560 12.82636322
(-17.8025094, 33.5653815, 14.1966659, 0.4619825, -0.6667784, -0.5847895, -0.0001387)    0    0   24.62988808  7 0.720 30.83978273
(-13.3723543, 32.9963625, 5.4449963, 0.4767768, -0.8178235, -0.2151612, -0.2399045)    0    0   21.71732245  3 0.480 28.69292211
(-18.0618259, 33.7264013, 14.1716285, 0.4619825, -0.6667784, -0.5847894, -0.0001387)    0    0   24.07135324  12 0.000 29.91840811
(-12.2881310, 30.8042974, 17.3747371, -0.1438653, -0.9172643, 0.1996376, 0.3131673)    0    0   10.10300014  11 1.000 12.72913865
(-6.4701583, 32.9682190, 11.8129542, 0.6224463, 0.4534189, 0.6351998, 0.0591020)    0    0   9.40584215  2 0.640 11.76133658
(-18.6288107, 33.6462740, 14.4561070, 0.4619824, -0.6667785, -0.5847894, -0.0001388)    0    0   23.15412320  9 0.080 30.59643049
(-18.9689277, 30.8590438, 15.1021326, -0.3933802, 0.3418767, 0.0517830, 0.8518749)    0    0   7.53505397  7 0.520 9.33837284
(-18.5951144, 31.0257238, 14.8788368, -0.3923975, 0.3401244, 0.0498774, 0.8531424)    0    0   8.16382545  1 1.440 10.29439015
(-15.0548072, 29.9973307, 6.9827972, -0.6269807, 0.7560135, 0.1224140, 0.1426659)    0    0   24.43811212  14 0.000 32.27947332
(-12.9926676, 32.7807143, 5.6761042, 0.4767709, -0.8178248, -0.2151649, -0.2399085)    0    0   23.31207411  1 1.120 29.27389081
(-6.9874346, 33.3319563, 12.1933467, 0.6221937, 0.4535415, 0.6353608, 0.0590907)    0    0   9.54309003  11 0.000 11.78168470
(-18.9650578, 30.9175945, 15.4729738, -0.3934016, 0.3419161, 0.0518260, 0.8518466)    0    0   7.22691972  10 0.040 9.34788309
(-12.3420117, 31.4299833, 17.3197634, -0.1438660, -0.9172641, 0.1996379, 0.3131674)    0    0   10.24528905  1 1.760 12.84479122
(-13.3566437, 32.9283813, 5.6792573, 0.4820115, -0.8118250, -0.2238801, -0.2418321)    0    0   15.82191312  11 0.000 19.01188707
(-12.5742349, 32.5057463, 6.0642920, 0.4767769, -0.8178235, -0.2151611, -0.2399045)    0    0   21.21805302  2 0.440 29.63732905
