#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
(-13.1602378, 29.0577121, 26.2558935, -0.7465085, -0.1189450, -0.1845417, -0.6281095)    0    0  58.49476201  4 0.560  39.48934567
(-13.2870581, 29.6957432, 25.7890439, -0.7465086, -0.1189447, -0.1845423, -0.6281093)    0    0  57.14073147  4 0.400  39.60371799
(-6.4415810, 22.0812058, 33.6905216,  0.9602160, -0.1576639,  0.2213459,  0.0642831)    0    0  73.94622369  2 0.720  50.07203693
(-7.0586924, 19.6500158, 34.7207397, -0.4584885,  0.8644626, -0.1940332, -0.0695980)    0    0  84.79864647  0 0.400  57.06659330
( 0.0476885, 27.4408995, 28.9464756, -0.1303472,  0.0448598, -0.6478967,  0.7491509)    0    0  60.15329227  3 0.560  40.13972382
(-1.7073508, 20.0577842, 31.8721077,  0.4912832, -0.2809825, -0.7602189, -0.3189935)    0    0  79.80069828  5 0.440  53.96683214
(-13.1296852, 29.5310699, 26.4376075, -0.7465082, -0.1189458, -0.1845403, -0.6281101)    0    0  59.27315159  6 0.680  39.22817682
( 0.0788916, 30.1315225, 32.7948405, -0.5722431,  0.4328939, -0.0945003, -0.6900799)    0    0  43.66127198  8 0.440  30.20857004
( 1.0613335, 26.8106045, 28.2228826, -0.2286424, -0.6240405, -0.6757070, -0.3189297)    0    0  -0.49892509  4 1.040  22.95178049
(-0.2598343, 27.6063840, 28.8880791, -0.1303472,  0.0448597, -0.6478967,  0.7491509)    0    0  60.18478623 10 0.000  40.18754801
(-1.4348808, 20.4369229, 31.8169092,  0.4912832, -0.2809825, -0.7602189, -0.3189935)    0    0  81.59778860  4 0.640  55.14284552
(-13.1318835, 29.0402690, 26.3654215, -0.7465081, -0.1189462, -0.1845395, -0.6281104)    0    0  59.54132066  3 0.640  40.83444506
(-0.1122300, 27.4195164, 28.8061244, -0.1303472,  0.0448597, -0.6478967,  0.7491509)    0    0  60.33143550 11 0.080  39.79831243
(-5.2533547, 27.5752725, 29.6463403, -0.0289671,  0.6185247, -0.0652332, -0.7825169)    0    0  66.23524085  0 5.000  44.15688704
(-6.7680598, 19.1622904, 34.7567179, -0.4584883,  0.8644624, -0.1940347, -0.0695973)    0    0  85.71939918 10 0.080  56.95528561
(-7.0527870, 18.9048955, 34.5742726, -0.4584882,  0.8644624, -0.1940351, -0.0695971)    0    0  83.79986917  0 0.400  53.91673646
(-6.9405234, 21.6094155, 33.4489773,  0.9603922, -0.1567044,  0.2212758,  0.0642462)    0    0  75.89635193  3 0.600  51.73896992
(-6.8921019, 19.4779475, 34.9549114, -0.4584882,  0.8644624, -0.1940353, -0.0695969)    0    0  83.43989796  1 0.720  55.25954359
(-6.9180208, 19.6335744, 34.7770926, -0.4584883,  0.8644624, -0.1940344, -0.0695974)    0    0  85.81935156  0 0.480  56.60196530
( 1.2616982, 27.0377999, 28.4224348, -0.2248942, -0.6306620, -0.6535805, -0.3528616)    0    0  40.29597502  3 1.280  31.30094577
(-0.1009665, 29.7472237, 32.7125382, -0.5723488,  0.4329571, -0.0947139, -0.6899234)    0    0  45.24032480  5 2.360  30.07243021
(-12.8933941, 28.7404665, 26.0525059, -0.7465085, -0.1189448, -0.1845422, -0.6281093)    0    0  54.01627535  0 0.560  38.07910963
(-7.1752481, 19.5022222, 34.6645361, -0.4584883,  0.8644624, -0.1940345, -0.0695973)    0    0  85.41108585  0 0.400  57.26295223
(-6.7970906, 19.4420355, 35.0416642, -0.4584882,  0.8644623, -0.1940354, -0.0695969)    0    0  85.05324995  0 0.400  55.92117587
(-11.7458416, 26.3248818, 30.3812557, -0.2517548, -0.4407861,  0.6262815, -0.5916914)    0    0 -12.98005826 10 1.400  16.99399628
(-6.5341229, 18.9381054, 34.6684634, -0.4584884,  0.8644625, -0.1940335, -0.0695979)    0    0  86.11075877  9 0.080  57.47506069
(-13.1662642, 28.8784266, 26.1679234, -0.7465083, -0.1189457, -0.1845405, -0.6281100)    0    0  60.06615893  1 2.640  40.89320661
(-7.1895603, 19.5496467, 34.7567609, -0.4584886,  0.8644626, -0.1940328, -0.0695982)    0    0  84.72544954 43 0.000  57.65247606
(-0.0699821, 27.3506920, 29.0479492, -0.1303472,  0.0448596, -0.6478967,  0.7491509)    0    0  61.26684060  2 5.000  40.79851629
(-1.4277149, 19.9454059, 31.7335698,  0.4912832, -0.2809825, -0.7602189, -0.3189935)    0    0  78.02848403  8 0.280  48.99961951
(-6.5036892, 19.1109091, 34.8961839, -0.4584887,  0.8644627, -0.1940317, -0.0695988)    0    0  87.66443472  1 5.000  59.05894159
(-7.3289410, 19.3826407, 34.9111830, -0.4584884,  0.8644625, -0.1940338, -0.0695977)    0    0  84.87333847  8 0.160  56.29845921
(-0.0970502, 27.2762727, 29.5164570, -0.1303472,  0.0448596, -0.6478967,  0.7491509)    0    0  60.50222622 10 0.000  40.51258538
(-0.0458911, 27.3615363, 29.0456332, -0.1303472,  0.0448596, -0.6478967,  0.7491509)    0    0  61.37436008  0 5.000  40.91624122
(-6.8784102, 19.0675514, 34.6450793, -0.4584883,  0.8644624, -0.1940347, -0.0695973)    0    0  86.05061882  0 0.400  58.31678212
