#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
(-17.8815453, 28.7142006, -2.8227674, 0.6776945, 0.1115339, 0.2140420, 0.6946052)    0    0   -356.75680250  1 3.800 -426.41119365
(-18.2869156, 24.9913429, 9.9553110, 0.6805093, -0.1197749, -0.3956270, 0.6050127)    0    0   -657.24311982  5 3.080 -707.28356611
(-17.6522379, 28.0028376, 4.2207615, 0.6694980, -0.0273210, -0.1030864, 0.7351185)    0    0   -328.19373081  2 3.080 -368.51333973
(-11.4062935, 19.3929462, 6.5190142, 0.8962605, -0.0602496, -0.2090898, 0.3864823)    0    0   -1514.37435637  0 4.120 -1887.82567069
(-9.9088902, 28.1827283, -3.1627710, 0.7636563, 0.1131582, 0.2309687, 0.5921804)    0    0   -47.79019276  1 4.120 -59.80224510
(-18.2961696, 21.7207357, 3.3598210, 0.6945667, -0.0658507, -0.0388381, 0.7153547)    0    0   -905.83055131  4 3.080 -1075.52541785
(-12.3529811, 32.4936942, 7.6736219, 0.6088468, -0.0030099, -0.1045681, 0.7863600)    0    0   -32.07982774  1 3.960 -52.14416100
(-18.6836730, 21.6564434, 3.5686474, 0.6762187, -0.0571046, -0.0186146, 0.7342485)    0    0   -1015.99992680  5 2.600 -1109.24270639
(-11.4409017, 23.8839583, 4.0724203, 0.8382468, -0.0111503, -0.0856351, 0.5384094)    0    0   -531.83237938  2 1.960 -610.69121874
(-15.2081414, 26.5041395, 2.1693770, 0.6260017, 0.0228729, 0.1181808, 0.7704752)    0    0   -748.82634271  6 3.320 -919.66132012
(-15.0237324, 28.2304043, 4.9565090, 0.7002970, -0.0955330, -0.1009979, 0.7001835)    0    0   -278.60551352  0 4.200 -348.60342845
(-18.2215245, 25.2281995, 10.2715521, 0.6808927, -0.1211346, -0.3989231, 0.6021394)    0    0   -565.25581019  3 3.160 -612.42747404
(-22.6931995, 31.3091201, 3.3135525, 0.4304659, 0.0399148, 0.0293951, 0.9012446)    0    0   -468.38644635  2 3.800 -531.23190611
(-10.2012411, 29.2667160, 3.4312771, 0.6946351, 0.0084685, -0.0154351, 0.7191468)    0    0   -167.22147813  3 3.800 -230.10554897
(-15.6622966, 16.8485586, 1.7468072, 0.8902429, 0.0008659, 0.0559853, 0.4520316)    0    0   -1458.05554474  3 3.160 -1748.30487123
(-17.6613613, 25.9315218, 11.1999651, 0.6962904, -0.1167101, -0.3860219, 0.5937554)    0    0   -460.76204008  4 3.400 -516.33776470
(-23.0471909, 24.1928116, 4.6304447, 0.3499098, 0.0623898, 0.1265008, 0.9261038)    0    0   -1208.74165064  3 3.480 -1462.85526744
(-23.0155386, 25.7637056, 5.1093931, 0.3674410, -0.0147616, -0.0650418, 0.9276523)    0    0   -1041.97380864  4 3.240 -1274.26257342
(-19.0430371, 32.9168680, 4.4158973, 0.4860671, 0.0202914, -0.0131479, 0.8735869)    0    0   -326.32926921  4 3.480 -309.19727905
(-24.3271847, 25.8657612, 4.1310113, 0.3749802, -0.0122887, -0.1031350, 0.9211960)    0    0   -856.03523217  2 3.960 -997.04916128
(-17.3809780, 27.6691064, -7.2301755, 0.5843981, 0.2355837, 0.5670351, 0.5305190)    0    0   -138.62562737  0 4.200 -173.45752985
(-13.5563713, 22.3390508, 2.3119140, 0.8111716, -0.0017078, -0.0124823, 0.5846725)    0    0   -722.29739107  6 2.200 -725.67544910
(-8.2582686, 28.8241216, -0.9702673, 0.6992423, 0.1357299, 0.3031553, 0.6330359)    0    0   -86.34903320  3 3.160 -54.05636817
(-21.0587300, 29.8600250, 8.7044054, 0.5902576, -0.0787258, -0.3006450, 0.7449905)    0    0   -220.42688168  2 3.320 -253.61490848
(-18.3697013, 21.1685472, 3.0429992, 0.6993888, -0.0698299, -0.0476468, 0.7097245)    0    0   -794.93352215  1 3.880 -962.49072149
(-12.3088933, 22.8421442, 3.0882378, 0.8445441, 0.0001595, -0.0647971, 0.5315511)    0    0   -474.69179873  0 4.200 -593.95088209
(-17.5519086, 28.5217094, -3.0709832, 0.6814625, 0.1102004, 0.2107678, 0.6921284)    0    0   -326.50207007  0 4.200 -408.53264877
(-12.6840657, 24.6905005, -3.8875188, 0.7987723, 0.1031419, 0.2492063, 0.5377925)    0    0   -493.93701956  4 2.920 -580.26031133
(-13.8758010, 22.3653899, -6.2466255, 0.8164056, 0.1334461, 0.2997607, 0.4752026)    0    0   -674.08861768  2 4.040 -843.44054803
(-12.0993706, 23.8778167, 8.9604541, 0.8011058, -0.1053160, -0.2389598, 0.5385502)    0    0   -851.31118035  2 3.960 -1005.48115779
(-20.7066372, 19.8087367, 1.0115493, 0.6310389, 0.0788177, 0.1179028, 0.7626773)    0    0   -736.15142139  0 4.200 -921.09488698
(-11.2878382, 30.8563167, 1.0289159, 0.6212641, 0.0829158, 0.2637348, 0.7332120)    0    0   -183.10628688  2 3.000 -169.45494559
(-11.5354317, 23.5031071, 3.8529444, 0.8309737, -0.0129936, -0.0802765, 0.5503359)    0    0   -637.73546300  6 1.480 -678.57069333
(-13.2367254, 28.6811491, -6.2741987, 0.5911507, 0.2070707, 0.4981803, 0.5995656)    0    0   -59.62051218  2 3.160 -59.90328571
(-15.0517351, 34.2497032, 5.0975828, 0.6472340, -0.0732366, -0.0549921, 0.7567697)    0    0   -121.82598877  3 2.600 -117.91569866
(-10.2215019, 28.2246263, 4.3584147, 0.7248461, -0.0073984, -0.0290518, 0.6882583)    0    0   -180.74979827  2 3.800 -217.90633470
(-13.1517064, 25.3094552, -1.5556803, 0.7476429, 0.0744083, 0.2037294, 0.6276845)    0    0   -519.10022536  5 2.360 -625.56525320
(-11.7352835, 23.5521979, 3.7786051, 0.8414688, -0.0053555, -0.0746068, 0.5351032)    0    0   -561.11780371  7 1.800 -698.12727115
(-8.2544517, 25.0328859, 4.7174786, 0.8234399, -0.0392785, -0.0950856, 0.5579989)    0    0   -380.09077785  2 3.960 -470.18960889
(-15.3420756, 25.8413693, 2.0059755, 0.5413748, 0.1072626, 0.2284069, 0.8020214)    0    0   -829.98164429  2 3.400 -1058.17834267
(-21.2878741, 30.4352471, -2.4024439, 0.4913037, 0.2152996, 0.4937155, 0.6844792)    0    0   -189.21154395  0 4.200 -236.75173632
