#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
(-7.7060741, 30.2363675, -0.5292995, 0.6717752, 0.1088070, 0.3070506, 0.6652812)    0    0   -11.72871989  8 1.560 24.88489552
(-9.8610147, 29.1888720, -6.5489915, 0.6266390, 0.2071900, 0.4944257, 0.5656315)    0    0   46.10735212  13 1.080 76.05869189
(-10.2445325, 26.8124570, 2.9716708, 0.7433268, 0.0291599, 0.1173492, 0.6579089)    0    0   -341.49682995  11 0.840 -409.65499361
(-8.8292028, 29.2865756, -5.8223230, 0.6265291, 0.2071741, 0.4944140, 0.5657694)    0    0   132.64340792  13 0.000 169.68448695
(-19.0059732, 23.6305092, -1.0496376, 0.7593380, 0.0733663, 0.1227791, 0.6347822)    0    0   -201.82140232  7 1.720 -234.13753534
(-6.6669740, 31.6333380, -1.9682899, 0.6637464, 0.1287715, 0.3466942, 0.6501244)    0    0   120.87980493  8 0.600 151.13216475
(-11.0081995, 25.4509698, 2.9598433, 0.7586222, 0.0185580, 0.0822717, 0.6460490)    0    0   -426.47681665  5 1.160 -447.50568067
(-8.6274513, 29.3015294, -5.6138705, 0.6265238, 0.2072627, 0.4945770, 0.5656002)    0    0   141.93004395  6 2.840 185.40549203
(-12.6742195, 23.1779531, 2.5600862, 0.7884353, -0.0033889, 0.0037714, 0.6150968)    0    0   -608.32866175  3 0.760 -774.80066093
(-6.6143701, 30.9254600, -1.5815771, 0.6701475, 0.1097067, 0.3095337, 0.6656242)    0    0   73.84173245  9 0.280 110.63741863
(-6.5802759, 31.9489319, -1.8401667, 0.6689698, 0.1098966, 0.3105577, 0.6663003)    0    0   114.32436429  6 0.320 153.44291190
(-8.7226345, 29.4478407, 0.7732401, 0.6744973, 0.1048339, 0.2987092, 0.6669603)    0    0   -176.54688816  3 2.520 -167.23440824
(-6.9839283, 31.2631761, -1.9521794, 0.6657739, 0.1224652, 0.3345640, 0.6556023)    0    0   91.42516207  4 0.600 134.72875923
(-7.1705329, 30.8344827, -1.3383668, 0.6696596, 0.1096861, 0.3097778, 0.6660050)    0    0   48.17355458  5 0.840 88.14999856
(-9.9721193, 27.3361254, 3.1490218, 0.7427824, 0.0289081, 0.1175285, 0.6585026)    0    0   -255.72440637  5 1.160 -299.00967775
(-18.8939731, 33.8034447, -1.1646972, 0.4686204, 0.0198499, 0.1552125, 0.8694309)    0    0   -97.02419729  8 0.360 -120.12518778
(-7.4870340, 30.2524716, -0.7583618, 0.6715031, 0.1091137, 0.3077225, 0.6651952)    0    0   8.71350441  7 1.480 49.09843072
(-9.4665957, 29.1775565, -5.5766505, 0.6265810, 0.2071673, 0.4943949, 0.5657310)    0    0   116.40067828  11 0.000 182.48893398
(-10.5552676, 26.3828944, 3.0407320, 0.7465035, 0.0275777, 0.1112473, 0.6554358)    0    0   -352.00745729  8 1.160 -393.09095414
(-11.9860360, 24.0582405, 2.7000657, 0.7771897, 0.0055305, 0.0359706, 0.6282130)    0    0   -515.13077645  1 1.960 -632.18473861
(-7.0426231, 31.3017965, -1.9777527, 0.6548352, 0.1535397, 0.3937676, 0.6265488)    0    0   139.85959526  1 1.480 195.95334790
(-9.3197367, 22.4805648, -7.1756886, 0.6331244, 0.2064013, 0.4923041, 0.5605253)    0    0   -879.34927121  3 5.000 -1020.42706022
(-8.6898915, 29.2108608, -5.8360715, 0.6265383, 0.2072642, 0.4945764, 0.5655842)    0    0   127.40107262  9 0.040 187.80224783
(-8.8243239, 29.2347430, -5.8602289, 0.6265283, 0.2072627, 0.4945759, 0.5655963)    0    0   138.34750996  11 0.480 170.43343593
(-11.1768706, 25.2176705, 2.9519027, 0.7618679, 0.0164829, 0.0748062, 0.6431871)    0    0   -480.72021897  4 1.400 -560.24845095
(-8.7886747, 29.4394243, -5.6958618, 0.6265269, 0.2072657, 0.4945815, 0.5655917)    0    0   132.21416285  15 2.920 153.73653436
