#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
(17.6714426,  2.3281831, 30.5261862, -0.0229011, -0.6848804,  0.0167795, -0.7281023)    0    0  72.88436526 11 0.000  48.37535519
(15.2950764,  0.6310995, 29.6031394, -0.6250705,  0.3697712,  0.4989900, -0.4728267)    0    0  80.47257791  6 0.680  53.78882700
(15.3098211, -6.2477111, 22.7157644, -0.0363801, -0.9972809,  0.0112101, -0.0630998)    0    0  95.14395543  0 0.400  64.01852626
(17.8038691,  2.0444594, 30.3595833, -0.0228897, -0.6848885,  0.0167704, -0.7280951)    0    0  73.88021985  7 0.560  49.79449361
(17.3826798,  2.4294160, 30.7061519, -0.0228894, -0.6848888,  0.0167701, -0.7280949)    0    0  72.47216506  6 0.480  47.77320832
(15.5516640, -8.1154691, 26.9041644, -0.3253929,  0.4473814, -0.5392872, -0.6349320)    0    0  88.95032794  6 0.680  59.17896137
(17.1395539, -1.5933425, 25.1397278, -0.9111681,  0.0421374,  0.0444374,  0.4074146)    0    0  85.41593284  0 0.400  59.34987100
(15.5004952, -6.2654746, 22.4412004, -0.0363734, -0.9972840,  0.0112430, -0.0630494)    0    0  96.69050248  2 5.000  64.43250508
(17.4784330, -1.5112861, 24.9366696, -0.9212099,  0.1182373,  0.0220388,  0.3700088)    0    0 -38.91029296  0 0.400  31.55057395
(17.0734730,  1.9941824, 30.6204867, -0.0228894, -0.6848888,  0.0167701, -0.7280949)    0    0  73.94687783  6 0.640  49.65784197
(17.5360409, -1.7341464, 24.8631691, -0.9102472,  0.0369639,  0.0459452,  0.4098449)    0    0  90.59077355 16 3.160  59.04868165
(15.0053848, -8.2300493, 27.0439509, -0.3253929,  0.4473814, -0.5392872, -0.6349320)    0    0  88.13437557  8 0.080  59.25347855
(15.6176002, -8.1023804, 26.8814761, -0.3253929,  0.4473814, -0.5392872, -0.6349320)    0    0  90.33795732  1 5.000  60.80841717
(15.6857961, -8.0736929, 26.8608116, -0.3253929,  0.4473814, -0.5392872, -0.6349320)    0    0  87.66912788 17 0.000  59.16813939
( 9.7550545,  4.7217359, 29.8860979,  0.7108235, -0.0371286, -0.4335601, -0.5526093)    0    0  76.32871717 11 0.000  50.86666097
(14.7659907,  0.6835653, 29.5711498, -0.6254249,  0.3703159,  0.4989516, -0.4719702)    0    0  79.11660163 12 0.000  53.62156506
(15.6878614, -8.2001199, 26.8114403, -0.3253929,  0.4473814, -0.5392872, -0.6349320)    0    0  87.77204267 10 0.000  59.21149315
( 5.0038340, -2.0933385, 29.3175597, -0.7529769, -0.3578281,  0.4004637,  0.3802811)    0    0  42.82326279  4 5.000  28.42692248
( 9.7220978,  4.6417688, 30.0642692,  0.7108235, -0.0371286, -0.4335601, -0.5526093)    0    0  76.89658029 10 0.480  49.64334322
(17.1643519,  2.0443788, 30.7928279, -0.0228898, -0.6848885,  0.0167704, -0.7280952)    0    0  73.18618203 10 0.000  49.33673569
(17.5811333, -1.7559055, 24.8839250, -0.9102472,  0.0369639,  0.0459451,  0.4098449)    0    0  91.25588223  0 0.400  61.91840434
(14.9201686, -8.3339219, 27.1501757, -0.3253929,  0.4473814, -0.5392872, -0.6349320)    0    0  88.26404850  7 0.160  59.98314182
(17.3239455, -1.4254318, 25.0375050, -0.9102619,  0.0370440,  0.0459218,  0.4098075)    0    0  91.55243705  5 0.800  61.23479948
(15.5047041, -8.1369012, 26.9555325, -0.3253929,  0.4473814, -0.5392872, -0.6349320)    0    0  88.11649188 11 0.080  57.97357455
(15.3410599, -8.0803326, 27.0373311, -0.3253929,  0.4473814, -0.5392872, -0.6349320)    0    0  87.33277888 18 0.000  58.01484385
(10.0195995,  4.9263879, 29.7743674,  0.7108235, -0.0371286, -0.4335601, -0.5526093)    0    0  76.85899523  1 0.480  51.55190558
