#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
(-3.0204182,  1.3423731, 34.3688437, -0.8590455,  0.1098150,  0.4905568,  0.0966206)    0    0   5.00000000  0 0.200   0.00000000
( 3.9326377,  0.2249720, 30.8544658,  0.7611303, -0.4473399,  0.2508354,  0.3970508)    0    0   5.00000000  0 0.200   0.00000000
( 0.2800838, -5.8719610, 29.7117139, -0.6271983, -0.0099597, -0.6862274,  0.3682595)    0    0   5.00000000  0 0.200   0.00000000
(-2.1970370,  2.6656606, 29.7684283,  0.4242758, -0.6413387, -0.4305180, -0.4725771)    0    0   5.00000000  0 0.200   0.00000000
(-2.1728367, -13.5956064, 27.6793051,  0.4412101,  0.5960943,  0.6708051, -0.0050731)    0    0   5.00000000  0 0.200   0.00000000
( 2.3983469,  0.2552110, 26.5445161, -0.6352317, -0.6512170, -0.3890628, -0.1450076)    0    0   5.00000000  0 0.200   0.00000000
( 8.0229698, -9.8983591, 32.0960821, -0.4868741,  0.3595490,  0.7256912, -0.3271855)    0    0   5.00000000  0 0.200   0.00000000
(-7.4898303, -4.1694808, 35.3860696,  0.4492126,  0.7823746,  0.3863108,  0.1919948)    0    0   5.00000000  0 0.200   0.00000000
(-0.8393823, -1.2449207, 30.6859974, -0.6003944,  0.1153530, -0.7913208,  0.0056212)    0    0   5.00000000  0 0.200   0.00000000
(-2.5734124, -11.4407671, 28.3963828,  0.9141247, -0.0180055,  0.2731092,  0.2991040)    0    0   5.00000000  0 0.200   0.00000000
(-2.0556832, -0.1992253, 28.0323500,  0.2205672, -0.5997344,  0.3039436, -0.7066025)    0    0   5.00000000  0 0.200   0.00000000
( 2.4046214, -7.2168430, 29.0642595, -0.6548671,  0.5680621, -0.0090157,  0.4983707)    0    0   5.00000000  0 0.200   0.00000000
( 6.4606329, -6.2538446, 27.6975290,  0.5816534, -0.5129378,  0.4259640, -0.4659708)    0    0   5.00000000  0 0.200   0.00000000
( 1.6994741, -8.0805309, 37.7998556, -0.6361368, -0.2093437,  0.2155928, -0.7106510)    0    0   5.00000000  0 0.200   0.00000000
( 5.5307290, -10.8782535, 31.0732003,  0.7814524, -0.3233632, -0.4423585, -0.2984750)    0    0   5.00000000  0 0.200   0.00000000
( 4.8834688, -6.4590155, 37.3784299,  0.3399082, -0.6756802,  0.0025705,  0.6541499)    0    0   5.00000000  0 0.200   0.00000000
(-7.2643194, -5.5318247, 33.7243115,  0.9172316,  0.3228793,  0.0474001,  0.2284479)    0    0   5.00000000  0 0.200   0.00000000
(-1.2938961, -5.1054930, 24.3333073,  0.3066636, -0.7891135,  0.0716127, -0.5273793)    0    0   5.00000000  0 0.200   0.00000000
( 4.2802317, -12.9068604, 32.8030698,  0.2662682,  0.1076537,  0.5831502,  0.7598999)    0    0   5.00000000  0 0.200   0.00000000
( 5.6510407, -4.2373622, 30.9057958, -0.3783079,  0.7168069, -0.2695973, -0.5199887)    0    0   5.00000000  0 0.200   0.00000000
(-1.8691911, -9.5081333, 27.4580721,  0.4344706,  0.8434237, -0.0915126,  0.3024849)    0    0   5.00000000  0 0.200   0.00000000
(-2.5098211, -15.4595871, 32.5586820, -0.5971209, -0.1258479,  0.0816632, -0.7879975)    0    0   5.00000000  0 0.200   0.00000000
(-10.3163521, -10.9035760, 32.6855756,  0.2183908,  0.0797933,  0.8938565,  0.3833525)    0    0   5.00000000  0 0.200   0.00000000
(-6.9259638, -9.1614122, 28.0915598,  0.8010066,  0.5191781, -0.0232485, -0.2971566)    0    0   5.00000000  0 0.200   0.00000000
( 3.2545606, -6.9436762, 24.0003544,  0.4220442, -0.3601804, -0.7075994, -0.4375522)    0    0   5.00000000  0 0.200   0.00000000
( 5.8123375, -3.0936954, 25.9936822,  0.9162387,  0.1866926,  0.3220456,  0.1481184)    0    0   5.00000000  0 0.200   0.00000000
(-4.3087417, -7.3258213, 35.5026744,  0.2592508, -0.8700776,  0.4191240, -0.0094357)    0    0   5.00000000  0 0.200   0.00000000
( 1.0410688, -12.9089665, 38.2723247,  0.5295122,  0.3492828, -0.0631693,  0.7704726)    0    0   5.00000000  0 0.200   0.00000000
( 1.6555547, -2.4859498, 26.9998589,  0.2566664,  0.0656342, -0.6442836, -0.7174351)    0    0   5.00000000  0 0.200   0.00000000
(-0.9382806, -14.7685181, 32.5096334,  0.3336526, -0.9272054, -0.1401930, -0.0964989)    0    0   5.00000000  0 0.200   0.00000000
( 0.3742979, -5.9076058, 31.7943483,  0.2970146,  0.6481418, -0.2853797,  0.6405099)    0    0   5.00000000  0 0.200   0.00000000
( 1.7590152, -11.3634325, 37.3219867, -0.5143300, -0.7259671, -0.4035532, -0.2134976)    0    0   5.00000000  0 0.200   0.00000000
( 5.3832148, -7.6110522, 31.5350155,  0.1614849,  0.8997365, -0.4050518, -0.0181606)    0    0   5.00000000  0 0.200   0.00000000
(-5.5008284, -4.1074450, 37.0034932,  0.9035540,  0.1318670, -0.2198002, -0.3433499)    0    0   5.00000000  0 0.200   0.00000000
(-2.1883852, -12.6123009, 29.4786026,  0.6161249,  0.4213154, -0.6502183, -0.1417728)    0    0   5.00000000  0 0.200   0.00000000
(-8.3290639, -7.9655770, 30.6748072,  0.3911629,  0.5712006, -0.3300039,  0.6417311)    0    0   5.00000000  0 0.200   0.00000000
( 4.7034972, -11.4512445, 26.0454085, -0.8206302,  0.2767099,  0.4764293, -0.1517000)    0    0   5.00000000  0 0.200   0.00000000
( 5.4115885, -5.3148946, 33.4370329,  0.1892611, -0.0584305,  0.9751896, -0.0988503)    0    0   5.00000000  0 0.200   0.00000000
(-2.2074865,  1.8834314, 35.4331127,  0.0284414,  0.6102640,  0.5417875, -0.5772654)    0    0   5.00000000  0 0.200   0.00000000
( 1.4430054, -8.8160350, 28.4478596,  0.4167107,  0.4730629,  0.3500148,  0.6928588)    0    0   5.00000000  0 0.200   0.00000000
(-8.8415775, -12.5826257, 27.9057774,  0.5747129,  0.3911433, -0.3763592,  0.6124261)    0    0   5.00000000  0 0.200   0.00000000
( 0.0283678, -1.8489613, 28.0211608, -0.3172849, -0.7085035,  0.5438572,  0.3187041)    0    0   5.00000000  0 0.200   0.00000000
( 3.5781821, -10.3744677, 29.7540864,  0.7360036, -0.1126756, -0.4573177,  0.4862751)    0    0   5.00000000  0 0.200   0.00000000
(-4.2304039,  0.9121061, 25.8511719, -0.7080285,  0.0085436,  0.3560659, -0.6097866)    0    0   5.00000000  0 0.200   0.00000000
(-2.5322176, -8.1114688, 32.4280181, -0.6175021, -0.1903291, -0.7272392, -0.2314933)    0    0   5.00000000  0 0.200   0.00000000
( 2.4098214, -9.2866509, 37.0300435, -0.1038588,  0.9381651, -0.3274898, -0.0425435)    0    0   5.00000000  0 0.200   0.00000000
(-2.9657419, -4.5156110, 40.0042618,  0.7628343, -0.0488233,  0.4204675, -0.4887814)    0    0   5.00000000  0 0.200   0.00000000
( 1.2727288,  1.4667117, 34.9224419,  0.5832735,  0.0437253,  0.2737713, -0.7634982)    0    0   5.00000000  0 0.200   0.00000000
(-3.3964762, -14.4509012, 30.6632350, -0.6895160,  0.4320434, -0.0124492, -0.5811636)    0    0   5.00000000  0 0.200   0.00000000
( 4.8234381, -5.8673933, 25.3615156,  0.3046790, -0.2156611, -0.8717561, -0.3173364)    0    0   5.00000000  0 0.200   0.00000000
(-4.5174980, -5.3323632, 23.4710635, -0.2983529, -0.5223389,  0.6146236, -0.5102798)    0    0   5.00000000  0 0.200   0.00000000
(-9.4222405, -8.0756376, 35.6091434,  0.9045210,  0.0142967,  0.0070551,  0.4261309)    0    0   5.00000000  0 0.200   0.00000000
( 2.6264981, -7.4570519, 22.5692118, -0.8410073,  0.2627417,  0.1589995,  0.4454129)    0    0   5.00000000  0 0.200   0.00000000
(-0.6378960, -1.4713477, 36.6840789, -0.7856427, -0.6070517, -0.0829887, -0.0858293)    0    0   5.00000000  0 0.200   0.00000000
(-3.4640787, -15.4737556, 29.1891854, -0.3114621, -0.0472636,  0.1753580,  0.9327417)    0    0   5.00000000  0 0.200   0.00000000
( 0.0079850, -11.8261901, 33.1771480,  0.5995509, -0.4518036,  0.0572530, -0.6581294)    0    0   5.00000000  0 0.200   0.00000000
(-8.3271450, -6.1598622, 29.0792931,  0.2887488,  0.3735293,  0.2634875, -0.8412338)    0    0   5.00000000  0 0.200   0.00000000
( 0.7509930, -0.1958282, 31.8354479, -0.4280133,  0.4615345, -0.7541633, -0.1871581)    0    0   5.00000000  0 0.200   0.00000000
( 2.0826618, -13.8040336, 25.3194282,  0.1414405,  0.4140218,  0.5698579,  0.6955879)    0    0   5.00000000  0 0.200   0.00000000
(-5.5090092, -5.4739317, 38.5428295,  0.1913473, -0.2926175,  0.5340426, -0.7697790)    0    0   5.00000000  0 0.200   0.00000000
( 3.5917439, -4.6374493, 32.2453139, -0.6921730, -0.7173542, -0.0084725,  0.0789163)    0    0   5.00000000  0 0.200   0.00000000
